P1,P2,Output
"('Model', 'CX-9')","('Body', 'Sport Utility')",T237890
"('Model', 'CX-9')","('ModelNumber', 'MACX-VF899A')",T237890
"('Model', 'CX-9')","('Doors', 4)",T237890
"('Model', 'CX-9')","('ExteriorColor', 'Snowflake White Pearl Mica')",T237890
"('Model', 'CX-9')","('InteriorColor', 'Auburn')",T237890
"('Model', 'CX-9')","('EngineCylinders', 4.0)",T237890
"('Model', 'CX-9')","('EngineDisplacement', '2.5 L')",T237890
"('Model', 'CX-9')","('Transmission', 'Automatic')",T237890
"('Model', 'CX-9')","('Miles', 60081)",T237890
"('Model', 'CX-9')","('SellingPrice', 18498)",T237890
"('Model', 'CX-9')","('MSRP', 0)",T237890
"('Model', 'CX-9')","('BookValue', 18498)",T237890
"('InteriorColor', 'Black')","('MarketClass', '4WD Sport Utility Vehicles')",C120321
"('InteriorColor', 'Black')","('PassengerCapacity', 5)",C120321
"('InteriorColor', 'Black')","('EngineDisplacementCubicInches', 182.0)",C120321
"('EngineCylinders', 6.0)","('EngineDisplacement', '3.0 L')",C120321
"('EngineCylinders', 6.0)","('Transmission', 'Automatic')",C120321
"('EngineCylinders', 6.0)","('Miles', 75)",C120321
"('EngineCylinders', 6.0)","('SellingPrice', 86998)",C120321
"('EngineCylinders', 6.0)","('MSRP', 0)",C120321
"('EngineCylinders', 6.0)","('BookValue', 86998)",C120321
"('EngineCylinders', 6.0)","('Invoice', 0)",C120321
"('EngineCylinders', 6.0)","('Certified', False)",C120321
"('EngineCylinders', 6.0)","('Options', 'Navigation System,14 Speakers,AM/FM radio: SiriusXM,harman/kardon 900W Premium Audio System,harman/kardon® Speakers,Radio data system,Radio: AM/FM w/Maserati Intelligent Assistant,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Memory seat,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel memory,Steering wheel mounted audio controls,Adaptive suspension,Auto-leveling suspension,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Anti-whiplash front head restraints,Dual front impact airbags,Dual front side impact airbags,Emergency communication system: Maserati Connect,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Power Liftgate,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Auto High-beam Headlights,Delay-off headlights,Front fog lights,High intensity discharge headlights: Bi-Xenon,Rear fog lights,Security system,Speed control,Auto-dimming door mirrors,Bumpers: body-color,Door auto-latch,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,12-Way Heated & Ventilated Power Front Sport Seats,Apple CarPlay/Android Auto,Auto-dimming Rear-View mirror,Compass,Driver door bin,Driver vanity mirror,Front reading lights,Garage door transmitter: HomeLink,Heated steering wheel,Illuminated entry,Leather Shift Knob,Leather steering wheel,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Sport steering wheel,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Voltmeter,Front Bucket Seats,Front Center Armrest,Full Premium Perforated Leather Upholstery,Heated rear seats,Heated REAR seats,Power passenger seat,Split folding rear seat,Ventilated front seats,Passenger door bin,Alloy wheels,Wheels: 21 Gloss Black Anteo Staggered,Rear window wiper,Speed-Sensitive Wipers,Variably intermittent wipers,3.27 Axle Ratio,Turbocharged,All Wheel Drive,Air Suspension,Active Suspension,Power Steering,Air Suspension,Air Suspension,ABS,4-Wheel Disc Brakes,Brake Assist,Locking/Limited Slip Differential,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Panoramic Roof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Power Folding Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Remote Trunk Release,Power Liftgate,Power Door Locks,Daytime Running Lights,HID headlights,Automatic Headlights,Headlights-Auto-Leveling,Fog Lamps,Automatic Highbeams,AM/FM Stereo,Navigation System,Satellite Radio,MP3 Capability,Bluetooth Connection,Telematics,Auxiliary Audio Input,HD Radio,WiFi Hotspot,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Premium Sound System,Power Driver Seat,Power Passenger Seat,Bucket Seats,Heated Front Seat(s),Driver Adjustable Lumbar,Passenger Adjustable Lumbar,Seat Memory,Cooled Front Seat(s),Pass-Through Rear Seat,Heated Rear Seat(s),Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Heated Steering Wheel,Keyless Entry,Power Door Locks,Keyless Start,Keyless Entry,Power Door Locks,Hands-Free Liftgate,Universal Garage Door Opener,Cruise Control,Adaptive Cruise Control,Climate Control,Multi-Zone A/C,A/C,Leather Seats,Auto-Dimming Rearview Mirror,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Floor Mats,Cargo Shade,Mirror Memory,Remote Engine Start,Keyless Start,Power Windows,Power Door Locks,Trip Computer,Mirror Memory,Pass-Through Rear Seat,Security System,Immobilizer,Cruise Control Steering Assist,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Rear Parking Aid,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Aerial View Display System,Front Collision Mitigation,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",C120321
"('EngineCylinders', 6.0)","('Style_Description', 'Modena Ultima AWD')",C120321
"('EngineCylinders', 6.0)","('Int_Color_Generic', 'Black')",C120321
"('EngineCylinders', 6.0)","('Int_Upholstery', '{feature')",C120321
"('EngineCylinders', 6.0)","('Engine_Block_Type', 'V')",C120321
"('EngineCylinders', 6.0)","('Engine_Aspiration_Type', 'Gasoline Direct Injection')",C120321
"('EngineCylinders', 6.0)","('Engine_Description', 'Twin Turbo Premium Unleaded V-6 3.0 L/182')",C120321
"('EngineCylinders', 6.0)","('Transmission_Speed', 8.0)",C120321
"('EngineCylinders', 6.0)","('Transmission_Description', '8-Speed Automatic w/OD')",C120321
"('EngineCylinders', 6.0)","('Drivetrain', 'AWD')",C120321
"('EngineCylinders', 6.0)","('Fuel_Type', 'Gasoline Fuel')",C120321
"('EngineCylinders', 6.0)","('CityMPG', 16.0)",C120321
"('EngineCylinders', 6.0)","('HighwayMPG', 22.0)",C120321
"('EngineCylinders', 6.0)","('EPAClassification', 'Standard SUV 4WD')",C120321
"('EngineCylinders', 6.0)","('Wheelbase_Code', 118.3)",C120321
"('EngineCylinders', 6.0)","('Internet_Price', 0)",C120321
"('EngineCylinders', 6.0)","('MarketClass', '4WD Sport Utility Vehicles')",C120321
"('EngineCylinders', 6.0)","('PassengerCapacity', 5)",C120321
"('EngineCylinders', 6.0)","('EngineDisplacementCubicInches', 182.0)",C120321
"('EngineDisplacement', '3.0 L')","('Transmission', 'Automatic')",C120321
"('EngineDisplacement', '3.0 L')","('Miles', 75)",C120321
"('EngineDisplacement', '3.0 L')","('SellingPrice', 86998)",C120321
"('EngineDisplacement', '3.0 L')","('MSRP', 0)",C120321
"('EngineDisplacement', '3.0 L')","('BookValue', 86998)",C120321
"('EngineDisplacement', '3.0 L')","('Invoice', 0)",C120321
"('EngineDisplacement', '3.0 L')","('Certified', False)",C120321
"('EngineDisplacement', '3.0 L')","('Options', 'Navigation System,14 Speakers,AM/FM radio: SiriusXM,harman/kardon 900W Premium Audio System,harman/kardon® Speakers,Radio data system,Radio: AM/FM w/Maserati Intelligent Assistant,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Memory seat,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel memory,Steering wheel mounted audio controls,Adaptive suspension,Auto-leveling suspension,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Anti-whiplash front head restraints,Dual front impact airbags,Dual front side impact airbags,Emergency communication system: Maserati Connect,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Power Liftgate,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Auto High-beam Headlights,Delay-off headlights,Front fog lights,High intensity discharge headlights: Bi-Xenon,Rear fog lights,Security system,Speed control,Auto-dimming door mirrors,Bumpers: body-color,Door auto-latch,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,12-Way Heated & Ventilated Power Front Sport Seats,Apple CarPlay/Android Auto,Auto-dimming Rear-View mirror,Compass,Driver door bin,Driver vanity mirror,Front reading lights,Garage door transmitter: HomeLink,Heated steering wheel,Illuminated entry,Leather Shift Knob,Leather steering wheel,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Sport steering wheel,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Voltmeter,Front Bucket Seats,Front Center Armrest,Full Premium Perforated Leather Upholstery,Heated rear seats,Heated REAR seats,Power passenger seat,Split folding rear seat,Ventilated front seats,Passenger door bin,Alloy wheels,Wheels: 21 Gloss Black Anteo Staggered,Rear window wiper,Speed-Sensitive Wipers,Variably intermittent wipers,3.27 Axle Ratio,Turbocharged,All Wheel Drive,Air Suspension,Active Suspension,Power Steering,Air Suspension,Air Suspension,ABS,4-Wheel Disc Brakes,Brake Assist,Locking/Limited Slip Differential,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Panoramic Roof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Power Folding Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Remote Trunk Release,Power Liftgate,Power Door Locks,Daytime Running Lights,HID headlights,Automatic Headlights,Headlights-Auto-Leveling,Fog Lamps,Automatic Highbeams,AM/FM Stereo,Navigation System,Satellite Radio,MP3 Capability,Bluetooth Connection,Telematics,Auxiliary Audio Input,HD Radio,WiFi Hotspot,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Premium Sound System,Power Driver Seat,Power Passenger Seat,Bucket Seats,Heated Front Seat(s),Driver Adjustable Lumbar,Passenger Adjustable Lumbar,Seat Memory,Cooled Front Seat(s),Pass-Through Rear Seat,Heated Rear Seat(s),Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Heated Steering Wheel,Keyless Entry,Power Door Locks,Keyless Start,Keyless Entry,Power Door Locks,Hands-Free Liftgate,Universal Garage Door Opener,Cruise Control,Adaptive Cruise Control,Climate Control,Multi-Zone A/C,A/C,Leather Seats,Auto-Dimming Rearview Mirror,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Floor Mats,Cargo Shade,Mirror Memory,Remote Engine Start,Keyless Start,Power Windows,Power Door Locks,Trip Computer,Mirror Memory,Pass-Through Rear Seat,Security System,Immobilizer,Cruise Control Steering Assist,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Rear Parking Aid,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Aerial View Display System,Front Collision Mitigation,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",C120321
"('EngineDisplacement', '3.0 L')","('Style_Description', 'Modena Ultima AWD')",C120321
"('EngineDisplacement', '3.0 L')","('Int_Color_Generic', 'Black')",C120321
"('EngineDisplacement', '3.0 L')","('Int_Upholstery', '{feature')",C120321
"('EngineDisplacement', '3.0 L')","('Engine_Block_Type', 'V')",C120321
"('EngineDisplacement', '3.0 L')","('Engine_Aspiration_Type', 'Gasoline Direct Injection')",C120321
"('EngineDisplacement', '3.0 L')","('Engine_Description', 'Twin Turbo Premium Unleaded V-6 3.0 L/182')",C120321
"('EngineDisplacement', '3.0 L')","('Transmission_Speed', 8.0)",C120321
"('EngineDisplacement', '3.0 L')","('Transmission_Description', '8-Speed Automatic w/OD')",C120321
"('EngineDisplacement', '3.0 L')","('Drivetrain', 'AWD')",C120321
"('EngineDisplacement', '3.0 L')","('Fuel_Type', 'Gasoline Fuel')",C120321
"('EngineDisplacement', '3.0 L')","('CityMPG', 16.0)",C120321
"('EngineDisplacement', '3.0 L')","('HighwayMPG', 22.0)",C120321
"('EngineDisplacement', '3.0 L')","('EPAClassification', 'Standard SUV 4WD')",C120321
"('EngineDisplacement', '3.0 L')","('Wheelbase_Code', 118.3)",C120321
"('EngineDisplacement', '3.0 L')","('Internet_Price', 0)",C120321
"('EngineDisplacement', '3.0 L')","('MarketClass', '4WD Sport Utility Vehicles')",C120321
"('EngineDisplacement', '3.0 L')","('PassengerCapacity', 5)",C120321
"('EngineDisplacement', '3.0 L')","('EngineDisplacementCubicInches', 182.0)",C120321
"('Transmission', 'Automatic')","('Miles', 75)",C120321
"('Transmission', 'Automatic')","('SellingPrice', 86998)",C120321
"('Transmission', 'Automatic')","('MSRP', 0)",C120321
"('Transmission', 'Automatic')","('BookValue', 86998)",C120321
"('Transmission', 'Automatic')","('Invoice', 0)",C120321
"('Transmission', 'Automatic')","('Certified', False)",C120321
"('Transmission', 'Automatic')","('Options', 'Navigation System,14 Speakers,AM/FM radio: SiriusXM,harman/kardon 900W Premium Audio System,harman/kardon® Speakers,Radio data system,Radio: AM/FM w/Maserati Intelligent Assistant,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Memory seat,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel memory,Steering wheel mounted audio controls,Adaptive suspension,Auto-leveling suspension,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Anti-whiplash front head restraints,Dual front impact airbags,Dual front side impact airbags,Emergency communication system: Maserati Connect,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Power Liftgate,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Auto High-beam Headlights,Delay-off headlights,Front fog lights,High intensity discharge headlights: Bi-Xenon,Rear fog lights,Security system,Speed control,Auto-dimming door mirrors,Bumpers: body-color,Door auto-latch,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,12-Way Heated & Ventilated Power Front Sport Seats,Apple CarPlay/Android Auto,Auto-dimming Rear-View mirror,Compass,Driver door bin,Driver vanity mirror,Front reading lights,Garage door transmitter: HomeLink,Heated steering wheel,Illuminated entry,Leather Shift Knob,Leather steering wheel,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Sport steering wheel,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Voltmeter,Front Bucket Seats,Front Center Armrest,Full Premium Perforated Leather Upholstery,Heated rear seats,Heated REAR seats,Power passenger seat,Split folding rear seat,Ventilated front seats,Passenger door bin,Alloy wheels,Wheels: 21 Gloss Black Anteo Staggered,Rear window wiper,Speed-Sensitive Wipers,Variably intermittent wipers,3.27 Axle Ratio,Turbocharged,All Wheel Drive,Air Suspension,Active Suspension,Power Steering,Air Suspension,Air Suspension,ABS,4-Wheel Disc Brakes,Brake Assist,Locking/Limited Slip Differential,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Panoramic Roof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Power Folding Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Remote Trunk Release,Power Liftgate,Power Door Locks,Daytime Running Lights,HID headlights,Automatic Headlights,Headlights-Auto-Leveling,Fog Lamps,Automatic Highbeams,AM/FM Stereo,Navigation System,Satellite Radio,MP3 Capability,Bluetooth Connection,Telematics,Auxiliary Audio Input,HD Radio,WiFi Hotspot,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Premium Sound System,Power Driver Seat,Power Passenger Seat,Bucket Seats,Heated Front Seat(s),Driver Adjustable Lumbar,Passenger Adjustable Lumbar,Seat Memory,Cooled Front Seat(s),Pass-Through Rear Seat,Heated Rear Seat(s),Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Heated Steering Wheel,Keyless Entry,Power Door Locks,Keyless Start,Keyless Entry,Power Door Locks,Hands-Free Liftgate,Universal Garage Door Opener,Cruise Control,Adaptive Cruise Control,Climate Control,Multi-Zone A/C,A/C,Leather Seats,Auto-Dimming Rearview Mirror,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Floor Mats,Cargo Shade,Mirror Memory,Remote Engine Start,Keyless Start,Power Windows,Power Door Locks,Trip Computer,Mirror Memory,Pass-Through Rear Seat,Security System,Immobilizer,Cruise Control Steering Assist,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Rear Parking Aid,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Aerial View Display System,Front Collision Mitigation,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",C120321
"('Transmission', 'Automatic')","('Style_Description', 'Modena Ultima AWD')",C120321
"('Transmission', 'Automatic')","('Int_Color_Generic', 'Black')",C120321
"('Transmission', 'Automatic')","('Int_Upholstery', '{feature')",C120321
"('Transmission', 'Automatic')","('Engine_Block_Type', 'V')",C120321
"('Transmission', 'Automatic')","('Engine_Aspiration_Type', 'Gasoline Direct Injection')",C120321
"('Transmission', 'Automatic')","('Engine_Description', 'Twin Turbo Premium Unleaded V-6 3.0 L/182')",C120321
"('Transmission', 'Automatic')","('Transmission_Speed', 8.0)",C120321
"('Transmission', 'Automatic')","('Transmission_Description', '8-Speed Automatic w/OD')",C120321
"('Transmission', 'Automatic')","('Drivetrain', 'AWD')",C120321
"('Transmission', 'Automatic')","('Fuel_Type', 'Gasoline Fuel')",C120321
"('Transmission', 'Automatic')","('CityMPG', 16.0)",C120321
"('Transmission', 'Automatic')","('HighwayMPG', 22.0)",C120321
"('Transmission', 'Automatic')","('EPAClassification', 'Standard SUV 4WD')",C120321
"('Transmission', 'Automatic')","('Wheelbase_Code', 118.3)",C120321
"('Transmission', 'Automatic')","('Internet_Price', 0)",C120321
"('Transmission', 'Automatic')","('MarketClass', '4WD Sport Utility Vehicles')",C120321
"('Transmission', 'Automatic')","('PassengerCapacity', 5)",C120321
"('Transmission', 'Automatic')","('EngineDisplacementCubicInches', 182.0)",C120321
"('Miles', 75)","('SellingPrice', 86998)",C120321
"('Miles', 75)","('MSRP', 0)",C120321
"('Miles', 75)","('BookValue', 86998)",C120321
"('Miles', 75)","('Invoice', 0)",C120321
"('Miles', 75)","('Certified', False)",C120321
"('Miles', 75)","('Options', 'Navigation System,14 Speakers,AM/FM radio: SiriusXM,harman/kardon 900W Premium Audio System,harman/kardon® Speakers,Radio data system,Radio: AM/FM w/Maserati Intelligent Assistant,Air Conditioning,Automatic temperature control,Front dual zone A/C,Rear window defroster,Memory seat,Power driver seat,Power steering,Power windows,Remote keyless entry,Steering wheel memory,Steering wheel mounted audio controls,Adaptive suspension,Auto-leveling suspension,Four wheel independent suspension,Speed-sensing steering,Traction control,4-Wheel Disc Brakes,ABS brakes,Anti-whiplash front head restraints,Dual front impact airbags,Dual front side impact airbags,Emergency communication system: Maserati Connect,Front anti-roll bar,Low tire pressure warning,Occupant sensing airbag,Overhead airbag,Rear anti-roll bar,Power moonroof,Power Liftgate,Brake assist,Electronic Stability Control,Exterior Parking Camera Rear,Auto High-beam Headlights,Delay-off headlights,Front fog lights,High intensity discharge headlights: Bi-Xenon,Rear fog lights,Security system,Speed control,Auto-dimming door mirrors,Bumpers: body-color,Door auto-latch,Heated door mirrors,Power door mirrors,Spoiler,Turn signal indicator mirrors,12-Way Heated & Ventilated Power Front Sport Seats,Apple CarPlay/Android Auto,Auto-dimming Rear-View mirror,Compass,Driver door bin,Driver vanity mirror,Front reading lights,Garage door transmitter: HomeLink,Heated steering wheel,Illuminated entry,Leather Shift Knob,Leather steering wheel,Outside temperature display,Overhead console,Passenger vanity mirror,Rear reading lights,Rear seat center armrest,Sport steering wheel,Tachometer,Telescoping steering wheel,Tilt steering wheel,Trip computer,Voltmeter,Front Bucket Seats,Front Center Armrest,Full Premium Perforated Leather Upholstery,Heated rear seats,Heated REAR seats,Power passenger seat,Split folding rear seat,Ventilated front seats,Passenger door bin,Alloy wheels,Wheels: 21 Gloss Black Anteo Staggered,Rear window wiper,Speed-Sensitive Wipers,Variably intermittent wipers,3.27 Axle Ratio,Turbocharged,All Wheel Drive,Air Suspension,Active Suspension,Power Steering,Air Suspension,Air Suspension,ABS,4-Wheel Disc Brakes,Brake Assist,Locking/Limited Slip Differential,Aluminum Wheels,Tires - Front Performance,Tires - Rear Performance,Temporary Spare Tire,Sun/Moonroof,Generic Sun/Moonroof,Panoramic Roof,Heated Mirrors,Power Mirror(s),Integrated Turn Signal Mirrors,Power Folding Mirrors,Rear Defrost,Privacy Glass,Intermittent Wipers,Variable Speed Intermittent Wipers,Rear Spoiler,Remote Trunk Release,Power Liftgate,Power Door Locks,Daytime Running Lights,HID headlights,Automatic Headlights,Headlights-Auto-Leveling,Fog Lamps,Automatic Highbeams,AM/FM Stereo,Navigation System,Satellite Radio,MP3 Capability,Bluetooth Connection,Telematics,Auxiliary Audio Input,HD Radio,WiFi Hotspot,Smart Device Integration,Requires Subscription,Steering Wheel Audio Controls,Premium Sound System,Power Driver Seat,Power Passenger Seat,Bucket Seats,Heated Front Seat(s),Driver Adjustable Lumbar,Passenger Adjustable Lumbar,Seat Memory,Cooled Front Seat(s),Pass-Through Rear Seat,Heated Rear Seat(s),Rear Bench Seat,Adjustable Steering Wheel,Trip Computer,Power Windows,Leather Steering Wheel,Heated Steering Wheel,Keyless Entry,Power Door Locks,Keyless Start,Keyless Entry,Power Door Locks,Hands-Free Liftgate,Universal Garage Door Opener,Cruise Control,Adaptive Cruise Control,Climate Control,Multi-Zone A/C,A/C,Leather Seats,Auto-Dimming Rearview Mirror,Driver Vanity Mirror,Passenger Vanity Mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Floor Mats,Cargo Shade,Mirror Memory,Remote Engine Start,Keyless Start,Power Windows,Power Door Locks,Trip Computer,Mirror Memory,Pass-Through Rear Seat,Security System,Immobilizer,Cruise Control Steering Assist,Traction Control,Stability Control,Traction Control,Front Side Air Bag,Rear Parking Aid,Blind Spot Monitor,Cross-Traffic Alert,Lane Departure Warning,Lane Keeping Assist,Lane Departure Warning,Aerial View Display System,Front Collision Mitigation,Tire Pressure Monitor,Driver Air Bag,Passenger Air Bag,Front Head Air Bag,Rear Head Air Bag,Passenger Air Bag Sensor,Child Safety Locks,Back-Up Camera')",C120321
"('Miles', 75)","('Style_Description', 'Modena Ultima AWD')",C120321
"('Miles', 75)","('Int_Color_Generic', 'Black')",C120321
"('Miles', 75)","('Int_Upholstery', '{feature')",C120321
"('Miles', 75)","('Engine_Block_Type', 'V')",C120321
"('Miles', 75)","('Engine_Aspiration_Type', 'Gasoline Direct Injection')",C120321
"('Miles', 75)","('Engine_Description', 'Twin Turbo Premium Unleaded V-6 3.0 L/182')",C120321
"('Miles', 75)","('Transmission_Speed', 8.0)",C120321
"('Miles', 75)","('Transmission_Description', '8-Speed Automatic w/OD')",C120321
"('Miles', 75)","('Drivetrain', 'AWD')",C120321
"('Miles', 75)","('Fuel_Type', 'Gasoline Fuel')",C120321
"('Miles', 75)","('CityMPG', 16.0)",C120321
"('Miles', 75)","('HighwayMPG', 22.0)",C120321
"('Miles', 75)","('EPAClassification', 'Standard SUV 4WD')",C120321
"('Miles', 75)","('Wheelbase_Code', 118.3)",C120321
"('Miles', 75)","('Internet_Price', 0)",C120321
"('Miles', 75)","('MarketClass', '4WD Sport Utility Vehicles')",C120321
"('Miles', 75)","('PassengerCapacity', 5)",C120321
"('Miles', 75)","('EngineDisplacementCubicInches', 182.0)",C120321
"('SellingPrice', 86998)","('MSRP', 0)",C120321
"('SellingPrice', 86998)","('BookValue', 86998)",C120321
"('SellingPrice', 86998)","('Invoice', 0)",C120321
"('SellingPrice', 86998)","('Certified', False)",C120321
